week_number,week_commencing,channel_name,store_id,style_code,description,season,category,colour,size,EAN,sales_units,sales_value,retail_price,cost,returns_units,returns_value,gross_sales_units,gross_sales_value,stock_units,brand,gender,replenishment_units,on_order_units
7,2025-02-17,Amazon UK,AMZ-001,URB-W-1032,Grey Footwear,SS25,Footwear,Beige,XL,5000000103200,1,71.08,71.08,24.67,0,0.0,1,71.08,19,UrbanEdge,Women,43,14
7,2025-02-17,Next,NXT-001,URB-W-1032,Grey Footwear,SS25,Footwear,Beige,M,5000000103200,1,71.08,71.08,24.67,0,0.0,1,71.08,174,UrbanEdge,Women,45,93
7,2025-02-17,JD Sports,JDS-001,URB-W-1033,Pink Footwear,AW25,Footwear,Pink,M,5000000103300,2,82.98,41.49,16.12,0,0.0,2,82.98,180,UrbanEdge,Women,14,10
7,2025-02-17,Very,VRY-001,URB-W-1033,Pink Footwear,AW25,Footwear,Pink,XS,5000000103300,17,705.33,41.49,16.12,3,124.47,20,829.8,110,UrbanEdge,Women,34,70
7,2025-02-17,Amazon UK,AMZ-001,URB-W-1033,Pink Footwear,AW25,Footwear,Pink,XL,5000000103300,2,82.98,41.49,16.12,0,0.0,2,82.98,19,UrbanEdge,Women,47,73
7,2025-02-17,Next,NXT-001,URB-W-1034,Beige Footwear,SS25,Footwear,Red,L,5000000103400,2,56.5,28.25,9.88,0,0.0,2,56.5,21,UrbanEdge,Women,12,34
7,2025-02-17,JD Sports,JDS-001,URB-W-1034,Beige Footwear,SS25,Footwear,Red,S,5000000103400,9,254.25,28.25,9.88,1,28.25,10,282.5,74,UrbanEdge,Women,34,83
7,2025-02-17,Amazon UK,AMZ-001,URB-W-1034,Beige Footwear,SS25,Footwear,Red,L,5000000103400,9,254.25,28.25,9.88,1,28.25,10,282.5,134,UrbanEdge,Women,13,64
7,2025-02-17,Zalando,ZAL-001,URB-W-1035,Black Footwear,AW25,Footwear,Beige,M,5000000103500,12,1033.44,86.12,28.58,0,0.0,12,1033.44,131,UrbanEdge,Women,5,40
7,2025-02-17,Next,NXT-001,URB-W-1035,Black Footwear,AW25,Footwear,Beige,XL,5000000103500,0,0.0,86.12,28.58,0,0.0,0,0.0,95,UrbanEdge,Women,24,81
7,2025-02-17,Very,VRY-001,URB-W-1035,Black Footwear,AW25,Footwear,Beige,L,5000000103500,14,1205.68,86.12,28.58,1,86.12,15,1291.8,27,UrbanEdge,Women,46,3
7,2025-02-17,Amazon UK,AMZ-001,URB-W-1035,Black Footwear,AW25,Footwear,Beige,XXL,5000000103500,6,516.72,86.12,28.58,1,86.12,7,602.84,134,UrbanEdge,Women,20,60
7,2025-02-17,JD Sports,JDS-001,URB-W-1035,Black Footwear,AW25,Footwear,Beige,XS,5000000103500,1,86.12,86.12,28.58,0,0.0,1,86.12,143,UrbanEdge,Women,24,10
7,2025-02-17,Next,NXT-001,URB-M-1036,Pink Footwear,SS26,Footwear,Olive,XL,5000000103600,4,88.96,22.24,9.14,0,0.0,4,88.96,161,UrbanEdge,Men,48,11
7,2025-02-17,eBay UK,EBY-001,URB-M-1036,Pink Footwear,SS26,Footwear,Olive,XXL,5000000103600,6,133.44,22.24,9.14,0,0.0,6,133.44,167,UrbanEdge,Men,19,35
7,2025-02-17,Zalando,ZAL-001,URB-M-1036,Pink Footwear,SS26,Footwear,Olive,L,5000000103600,4,88.96,22.24,9.14,0,0.0,4,88.96,48,UrbanEdge,Men,9,41
7,2025-02-17,Very,VRY-001,URB-M-1037,Blue Footwear,AW25,Footwear,Grey,M,5000000103700,0,0.0,60.74,24.09,0,0.0,0,0.0,196,UrbanEdge,Men,10,18
7,2025-02-17,Next,NXT-001,URB-M-1037,Blue Footwear,AW25,Footwear,Grey,XXL,5000000103700,3,182.22,60.74,24.09,0,0.0,3,182.22,22,UrbanEdge,Men,17,32
7,2025-02-17,Amazon UK,AMZ-001,URB-M-1037,Blue Footwear,AW25,Footwear,Grey,S,5000000103700,2,121.48,60.74,24.09,0,0.0,2,121.48,80,UrbanEdge,Men,18,23
7,2025-02-17,Very,VRY-001,URB-M-1038,Olive Footwear,SS25,Footwear,Grey,L,5000000103800,7,260.89,37.27,15.48,0,0.0,7,260.89,36,UrbanEdge,Men,23,77
7,2025-02-17,eBay UK,EBY-001,URB-M-1038,Olive Footwear,SS25,Footwear,Grey,M,5000000103800,4,149.08,37.27,15.48,0,0.0,4,149.08,18,UrbanEdge,Men,34,53
7,2025-02-17,JD Sports,JDS-001,URB-M-1038,Olive Footwear,SS25,Footwear,Grey,XS,5000000103800,1,37.27,37.27,15.48,0,0.0,1,37.27,91,UrbanEdge,Men,24,86
7,2025-02-17,ASOS,ASO-001,URB-M-1038,Olive Footwear,SS25,Footwear,Grey,M,5000000103800,6,223.62,37.27,15.48,0,0.0,6,223.62,157,UrbanEdge,Men,0,78
7,2025-02-17,Zalando,ZAL-001,URB-M-1038,Olive Footwear,SS25,Footwear,Grey,L,5000000103800,6,223.62,37.27,15.48,0,0.0,6,223.62,181,UrbanEdge,Men,23,47
7,2025-02-17,Amazon UK,AMZ-001,URB-M-1038,Olive Footwear,SS25,Footwear,Grey,XS,5000000103800,7,260.89,37.27,15.48,0,0.0,7,260.89,116,UrbanEdge,Men,32,25
7,2025-02-17,Next,NXT-001,URB-M-1038,Olive Footwear,SS25,Footwear,Grey,S,5000000103800,7,260.89,37.27,15.48,1,37.27,8,298.16,164,UrbanEdge,Men,35,16
7,2025-02-17,Next,NXT-001,URB-M-1039,Grey Footwear,AW25,Footwear,Black,L,5000000103900,7,173.39,24.77,9.43,1,24.77,8,198.16,188,UrbanEdge,Men,0,91
7,2025-02-17,JD Sports,JDS-001,URB-M-1039,Grey Footwear,AW25,Footwear,Black,S,5000000103900,5,123.85,24.77,9.43,0,0.0,5,123.85,147,UrbanEdge,Men,0,45
7,2025-02-17,Zalando,ZAL-001,URB-M-1039,Grey Footwear,AW25,Footwear,Black,L,5000000103900,1,24.77,24.77,9.43,0,0.0,1,24.77,145,UrbanEdge,Men,8,48
7,2025-02-17,Amazon UK,AMZ-001,URB-M-1039,Grey Footwear,AW25,Footwear,Black,XL,5000000103900,4,99.08,24.77,9.43,0,0.0,4,99.08,184,UrbanEdge,Men,47,11
7,2025-02-17,eBay UK,EBY-001,URB-M-1039,Grey Footwear,AW25,Footwear,Black,XL,5000000103900,4,99.08,24.77,9.43,0,0.0,4,99.08,70,UrbanEdge,Men,34,48
7,2025-02-17,Very,VRY-001,URB-M-1039,Grey Footwear,AW25,Footwear,Black,L,5000000103900,5,123.85,24.77,9.43,0,0.0,5,123.85,47,UrbanEdge,Men,39,6
7,2025-02-17,ASOS,ASO-001,URB-M-1039,Grey Footwear,AW25,Footwear,Black,M,5000000103900,3,74.31,24.77,9.43,0,0.0,3,74.31,37,UrbanEdge,Men,2,14
7,2025-02-17,ASOS,ASO-001,URB-W-1040,Camel Accessorie,SS25,Accessories,White,L,5000000104000,0,0.0,90.73,25.83,0,0.0,0,0.0,138,UrbanEdge,Women,2,73
7,2025-02-17,Next,NXT-001,URB-W-1040,Camel Accessorie,SS25,Accessories,White,XL,5000000104000,5,453.65,90.73,25.83,0,0.0,5,453.65,141,UrbanEdge,Women,22,46
7,2025-02-17,Very,VRY-001,URB-W-1040,Camel Accessorie,SS25,Accessories,White,XXL,5000000104000,3,272.19,90.73,25.83,0,0.0,3,272.19,158,UrbanEdge,Women,45,93
7,2025-02-17,Zalando,ZAL-001,URB-W-1040,Camel Accessorie,SS25,Accessories,White,XL,5000000104000,15,1360.95,90.73,25.83,2,181.46,17,1542.41,129,UrbanEdge,Women,5,36
7,2025-02-17,Next,NXT-001,URB-W-1041,Olive Accessorie,SS25,Accessories,Camel,S,5000000104100,10,164.9,16.49,6.56,0,0.0,10,164.9,125,UrbanEdge,Women,34,52
7,2025-02-17,Zalando,ZAL-001,URB-W-1041,Olive Accessorie,SS25,Accessories,Camel,M,5000000104100,0,0.0,16.49,6.56,0,0.0,0,0.0,158,UrbanEdge,Women,0,61
7,2025-02-17,Very,VRY-001,URB-W-1041,Olive Accessorie,SS25,Accessories,Camel,XXL,5000000104100,6,98.94,16.49,6.56,0,0.0,6,98.94,187,UrbanEdge,Women,41,94
7,2025-02-17,eBay UK,EBY-001,URB-W-1041,Olive Accessorie,SS25,Accessories,Camel,S,5000000104100,5,82.45,16.49,6.56,0,0.0,5,82.45,145,UrbanEdge,Women,9,45
7,2025-02-17,ASOS,ASO-001,URB-W-1041,Olive Accessorie,SS25,Accessories,Camel,M,5000000104100,5,82.45,16.49,6.56,0,0.0,5,82.45,44,UrbanEdge,Women,41,57
7,2025-02-17,JD Sports,JDS-001,URB-W-1041,Olive Accessorie,SS25,Accessories,Camel,XXL,5000000104100,9,148.41,16.49,6.56,0,0.0,9,148.41,128,UrbanEdge,Women,0,2
7,2025-02-17,Zalando,ZAL-001,URB-W-1042,Black Accessorie,AW25,Accessories,Grey,XS,5000000104200,2,53.96,26.98,9.89,0,0.0,2,53.96,73,UrbanEdge,Women,39,58
7,2025-02-17,Very,VRY-001,URB-W-1042,Black Accessorie,AW25,Accessories,Grey,XS,5000000104200,7,188.86,26.98,9.89,1,26.98,8,215.84,72,UrbanEdge,Women,37,9
7,2025-02-17,ASOS,ASO-001,URB-W-1042,Black Accessorie,AW25,Accessories,Grey,XL,5000000104200,4,107.92,26.98,9.89,0,0.0,4,107.92,167,UrbanEdge,Women,7,0
7,2025-02-17,JD Sports,JDS-001,URB-W-1042,Black Accessorie,AW25,Accessories,Grey,XXL,5000000104200,5,134.9,26.98,9.89,0,0.0,5,134.9,86,UrbanEdge,Women,28,71
7,2025-02-17,Amazon UK,AMZ-001,URB-W-1042,Black Accessorie,AW25,Accessories,Grey,XL,5000000104200,2,53.96,26.98,9.89,0,0.0,2,53.96,99,UrbanEdge,Women,16,45
7,2025-02-17,ASOS,ASO-001,URB-W-1043,Beige Accessorie,SS25,Accessories,Blue,XL,5000000104300,12,659.28,54.94,19.63,1,54.94,13,714.22,179,UrbanEdge,Women,30,10
7,2025-02-17,Next,NXT-001,URB-W-1043,Beige Accessorie,SS25,Accessories,Blue,XXL,5000000104300,5,274.7,54.94,19.63,0,0.0,5,274.7,118,UrbanEdge,Women,40,38
7,2025-02-17,Very,VRY-001,URB-W-1043,Beige Accessorie,SS25,Accessories,Blue,XXL,5000000104300,12,659.28,54.94,19.63,1,54.94,13,714.22,88,UrbanEdge,Women,31,85
7,2025-02-17,JD Sports,JDS-001,URB-W-1043,Beige Accessorie,SS25,Accessories,Blue,L,5000000104300,6,329.64,54.94,19.63,0,0.0,6,329.64,164,UrbanEdge,Women,1,20
7,2025-02-17,JD Sports,JDS-001,URB-M-1044,Navy Accessorie,SS26,Accessories,White,M,5000000104400,9,282.96,31.44,12.38,0,0.0,9,282.96,157,UrbanEdge,Men,7,39
7,2025-02-17,Very,VRY-001,URB-M-1044,Navy Accessorie,SS26,Accessories,White,L,5000000104400,1,31.44,31.44,12.38,0,0.0,1,31.44,178,UrbanEdge,Men,45,98
7,2025-02-17,Zalando,ZAL-001,URB-M-1044,Navy Accessorie,SS26,Accessories,White,XXL,5000000104400,3,94.32,31.44,12.38,0,0.0,3,94.32,65,UrbanEdge,Men,1,3
7,2025-02-17,eBay UK,EBY-001,URB-M-1044,Navy Accessorie,SS26,Accessories,White,XS,5000000104400,6,188.64,31.44,12.38,0,0.0,6,188.64,36,UrbanEdge,Men,27,66
7,2025-02-17,Very,VRY-001,URB-M-1045,Red Accessorie,AW25,Accessories,White,S,5000000104500,1,72.18,72.18,21.72,0,0.0,1,72.18,14,UrbanEdge,Men,38,27
7,2025-02-17,JD Sports,JDS-001,URB-M-1045,Red Accessorie,AW25,Accessories,White,XS,5000000104500,7,505.26,72.18,21.72,0,0.0,7,505.26,31,UrbanEdge,Men,47,20
7,2025-02-17,Zalando,ZAL-001,URB-M-1045,Red Accessorie,AW25,Accessories,White,L,5000000104500,11,793.98,72.18,21.72,1,72.18,12,866.16,142,UrbanEdge,Men,9,23
7,2025-02-17,Amazon UK,AMZ-001,URB-M-1045,Red Accessorie,AW25,Accessories,White,S,5000000104500,12,866.16,72.18,21.72,2,144.36,14,1010.52,182,UrbanEdge,Men,19,71
7,2025-02-17,ASOS,ASO-001,URB-M-1045,Red Accessorie,AW25,Accessories,White,XL,5000000104500,10,721.8,72.18,21.72,1,72.18,11,793.98,26,UrbanEdge,Men,2,72
7,2025-02-17,eBay UK,EBY-001,URB-M-1046,Camel Accessorie,SS26,Accessories,Blue,M,5000000104600,5,334.25,66.85,22.21,0,0.0,5,334.25,115,UrbanEdge,Men,26,72
7,2025-02-17,JD Sports,JDS-001,URB-M-1046,Camel Accessorie,SS26,Accessories,Blue,S,5000000104600,8,534.8,66.85,22.21,1,66.85,9,601.65,111,UrbanEdge,Men,2,52
7,2025-02-17,Very,VRY-001,URB-M-1046,Camel Accessorie,SS26,Accessories,Blue,XL,5000000104600,0,0.0,66.85,22.21,0,0.0,0,0.0,190,UrbanEdge,Men,3,54
7,2025-02-17,eBay UK,EBY-001,URB-M-1047,Navy Accessorie,AW25,Accessories,Blue,L,5000000104700,5,417.05,83.41,33.26,0,0.0,5,417.05,59,UrbanEdge,Men,11,44
7,2025-02-17,Very,VRY-001,URB-M-1047,Navy Accessorie,AW25,Accessories,Blue,XXL,5000000104700,3,250.23,83.41,33.26,0,0.0,3,250.23,156,UrbanEdge,Men,19,53
7,2025-02-17,Amazon UK,AMZ-001,URB-M-1047,Navy Accessorie,AW25,Accessories,Blue,XXL,5000000104700,7,583.87,83.41,33.26,0,0.0,7,583.87,159,UrbanEdge,Men,4,98
7,2025-02-17,ASOS,ASO-001,URB-M-1047,Navy Accessorie,AW25,Accessories,Blue,XL,5000000104700,7,583.87,83.41,33.26,0,0.0,7,583.87,108,UrbanEdge,Men,17,98
7,2025-02-17,JD Sports,JDS-001,SOF-W-1048,Camel Top,SS26,Tops,Pink,XS,5000000104800,3,301.26,100.42,35.89,0,0.0,3,301.26,183,SoftLux,Women,11,99
7,2025-02-17,Zalando,ZAL-001,SOF-W-1048,Camel Top,SS26,Tops,Pink,XXL,5000000104800,3,301.26,100.42,35.89,0,0.0,3,301.26,76,SoftLux,Women,27,21
7,2025-02-17,Next,NXT-001,SOF-W-1048,Camel Top,SS26,Tops,Pink,XL,5000000104800,1,100.42,100.42,35.89,0,0.0,1,100.42,173,SoftLux,Women,21,92
7,2025-02-17,Very,VRY-001,SOF-W-1048,Camel Top,SS26,Tops,Pink,XL,5000000104800,0,0.0,100.42,35.89,0,0.0,0,0.0,105,SoftLux,Women,48,9
7,2025-02-17,Amazon UK,AMZ-001,SOF-W-1048,Camel Top,SS26,Tops,Pink,S,5000000104800,0,0.0,100.42,35.89,0,0.0,0,0.0,151,SoftLux,Women,6,42
7,2025-02-17,Zalando,ZAL-001,SOF-W-1049,Beige Top,AW25,Tops,Grey,XL,5000000104900,1,94.8,94.8,36.95,0,0.0,1,94.8,102,SoftLux,Women,23,86
7,2025-02-17,Very,VRY-001,SOF-W-1049,Beige Top,AW25,Tops,Grey,XL,5000000104900,2,189.6,94.8,36.95,0,0.0,2,189.6,85,SoftLux,Women,44,65
7,2025-02-17,Next,NXT-001,SOF-W-1049,Beige Top,AW25,Tops,Grey,XL,5000000104900,4,379.2,94.8,36.95,0,0.0,4,379.2,51,SoftLux,Women,46,43
7,2025-02-17,Amazon UK,AMZ-001,SOF-W-1049,Beige Top,AW25,Tops,Grey,L,5000000104900,4,379.2,94.8,36.95,0,0.0,4,379.2,136,SoftLux,Women,1,72
7,2025-02-17,eBay UK,EBY-001,SOF-W-1049,Beige Top,AW25,Tops,Grey,S,5000000104900,6,568.8,94.8,36.95,0,0.0,6,568.8,158,SoftLux,Women,8,92
7,2025-02-17,JD Sports,JDS-001,SOF-W-1049,Beige Top,AW25,Tops,Grey,XXL,5000000104900,3,284.4,94.8,36.95,0,0.0,3,284.4,44,SoftLux,Women,21,44
7,2025-02-17,Amazon UK,AMZ-001,SOF-W-1050,Black Top,SS26,Tops,Pink,XXL,5000000105000,12,297.48,24.79,7.67,2,49.58,14,347.06,198,SoftLux,Women,16,18
7,2025-02-17,eBay UK,EBY-001,SOF-W-1050,Black Top,SS26,Tops,Pink,L,5000000105000,0,0.0,24.79,7.67,0,0.0,0,0.0,179,SoftLux,Women,26,60
7,2025-02-17,ASOS,ASO-001,SOF-W-1050,Black Top,SS26,Tops,Pink,XS,5000000105000,6,148.74,24.79,7.67,0,0.0,6,148.74,120,SoftLux,Women,40,56
7,2025-02-17,Zalando,ZAL-001,SOF-W-1050,Black Top,SS26,Tops,Pink,L,5000000105000,7,173.53,24.79,7.67,0,0.0,7,173.53,74,SoftLux,Women,23,46
7,2025-02-17,Next,NXT-001,SOF-W-1050,Black Top,SS26,Tops,Pink,XL,5000000105000,8,198.32,24.79,7.67,0,0.0,8,198.32,124,SoftLux,Women,24,29
7,2025-02-17,Very,VRY-001,SOF-W-1050,Black Top,SS26,Tops,Pink,XS,5000000105000,2,49.58,24.79,7.67,0,0.0,2,49.58,183,SoftLux,Women,18,74
7,2025-02-17,JD Sports,JDS-001,SOF-W-1050,Black Top,SS26,Tops,Pink,M,5000000105000,13,322.27,24.79,7.67,1,24.79,14,347.06,185,SoftLux,Women,45,94
7,2025-02-17,JD Sports,JDS-001,SOF-W-1051,Navy Top,AW25,Tops,Red,S,5000000105100,3,335.4,111.8,45.79,0,0.0,3,335.4,158,SoftLux,Women,16,55
7,2025-02-17,Zalando,ZAL-001,SOF-W-1051,Navy Top,AW25,Tops,Red,M,5000000105100,5,559.0,111.8,45.79,0,0.0,5,559.0,191,SoftLux,Women,6,95
7,2025-02-17,Amazon UK,AMZ-001,SOF-W-1051,Navy Top,AW25,Tops,Red,XS,5000000105100,8,894.4,111.8,45.79,1,111.8,9,1006.2,76,SoftLux,Women,4,53
7,2025-02-17,JD Sports,JDS-001,SOF-M-1052,Grey Top,SS26,Tops,Grey,XS,5000000105200,9,461.16,51.24,21.24,0,0.0,9,461.16,20,SoftLux,Men,32,77
7,2025-02-17,Next,NXT-001,SOF-M-1052,Grey Top,SS26,Tops,Grey,S,5000000105200,5,256.2,51.24,21.24,0,0.0,5,256.2,44,SoftLux,Men,13,70
7,2025-02-17,eBay UK,EBY-001,SOF-M-1052,Grey Top,SS26,Tops,Grey,XXL,5000000105200,4,204.96,51.24,21.24,0,0.0,4,204.96,94,SoftLux,Men,41,49
7,2025-02-17,Amazon UK,AMZ-001,SOF-M-1053,Navy Top,AW25,Tops,Black,XS,5000000105300,2,56.52,28.26,8.56,0,0.0,2,56.52,29,SoftLux,Men,43,33
7,2025-02-17,Very,VRY-001,SOF-M-1053,Navy Top,AW25,Tops,Black,M,5000000105300,8,226.08,28.26,8.56,0,0.0,8,226.08,106,SoftLux,Men,41,3
7,2025-02-17,ASOS,ASO-001,SOF-M-1053,Navy Top,AW25,Tops,Black,XL,5000000105300,0,0.0,28.26,8.56,0,0.0,0,0.0,153,SoftLux,Men,1,66
7,2025-02-17,JD Sports,JDS-001,SOF-M-1053,Navy Top,AW25,Tops,Black,L,5000000105300,19,536.94,28.26,8.56,1,28.26,20,565.2,199,SoftLux,Men,8,85
7,2025-02-17,Zalando,ZAL-001,SOF-M-1053,Navy Top,AW25,Tops,Black,S,5000000105300,6,169.56,28.26,8.56,0,0.0,6,169.56,165,SoftLux,Men,31,1
7,2025-02-17,Next,NXT-001,SOF-M-1053,Navy Top,AW25,Tops,Black,XS,5000000105300,8,226.08,28.26,8.56,1,28.26,9,254.34,12,SoftLux,Men,47,63
7,2025-02-17,JD Sports,JDS-001,SOF-M-1054,Pink Top,SS26,Tops,White,L,5000000105400,5,522.2,104.44,40.29,0,0.0,5,522.2,90,SoftLux,Men,12,80
7,2025-02-17,Next,NXT-001,SOF-M-1054,Pink Top,SS26,Tops,White,XS,5000000105400,32,3342.08,104.44,40.29,3,313.32,35,3655.4,99,SoftLux,Men,39,63
7,2025-02-17,ASOS,ASO-001,SOF-M-1054,Pink Top,SS26,Tops,White,XXL,5000000105400,9,939.96,104.44,40.29,1,104.44,10,1044.4,72,SoftLux,Men,44,69
7,2025-02-17,Zalando,ZAL-001,SOF-M-1054,Pink Top,SS26,Tops,White,M,5000000105400,2,208.88,104.44,40.29,0,0.0,2,208.88,67,SoftLux,Men,47,96
7,2025-02-17,Very,VRY-001,SOF-M-1055,White Top,SS26,Tops,White,M,5000000105500,8,492.72,61.59,17.71,1,61.59,9,554.31,103,SoftLux,Men,10,64
7,2025-02-17,Zalando,ZAL-001,SOF-M-1055,White Top,SS26,Tops,White,L,5000000105500,5,307.95,61.59,17.71,1,61.59,6,369.54,51,SoftLux,Men,16,6
7,2025-02-17,Next,NXT-001,SOF-M-1055,White Top,SS26,Tops,White,L,5000000105500,9,554.31,61.59,17.71,1,61.59,10,615.9,180,SoftLux,Men,48,66
7,2025-02-17,Amazon UK,AMZ-001,SOF-M-1055,White Top,SS26,Tops,White,M,5000000105500,2,123.18,61.59,17.71,0,0.0,2,123.18,176,SoftLux,Men,9,74
7,2025-02-17,eBay UK,EBY-001,SOF-M-1055,White Top,SS26,Tops,White,XXL,5000000105500,3,184.77,61.59,17.71,0,0.0,3,184.77,159,SoftLux,Men,28,85
7,2025-02-17,ASOS,ASO-001,SOF-M-1055,White Top,SS26,Tops,White,S,5000000105500,0,0.0,61.59,17.71,0,0.0,0,0.0,77,SoftLux,Men,27,42
7,2025-02-17,JD Sports,JDS-001,SOF-W-1056,White Bottom,SS26,Bottoms,Pink,L,5000000105600,0,0.0,80.07,26.87,0,0.0,0,0.0,55,SoftLux,Women,1,66
7,2025-02-17,Zalando,ZAL-001,SOF-W-1056,White Bottom,SS26,Bottoms,Pink,XL,5000000105600,5,400.35,80.07,26.87,0,0.0,5,400.35,109,SoftLux,Women,0,50
7,2025-02-17,ASOS,ASO-001,SOF-W-1056,White Bottom,SS26,Bottoms,Pink,XL,5000000105600,7,560.49,80.07,26.87,0,0.0,7,560.49,40,SoftLux,Women,44,40
7,2025-02-17,Very,VRY-001,SOF-W-1056,White Bottom,SS26,Bottoms,Pink,XXL,5000000105600,4,320.28,80.07,26.87,0,0.0,4,320.28,134,SoftLux,Women,32,30
7,2025-02-17,eBay UK,EBY-001,SOF-W-1056,White Bottom,SS26,Bottoms,Pink,M,5000000105600,1,80.07,80.07,26.87,0,0.0,1,80.07,123,SoftLux,Women,16,53
7,2025-02-17,Next,NXT-001,SOF-W-1056,White Bottom,SS26,Bottoms,Pink,M,5000000105600,3,240.21,80.07,26.87,0,0.0,3,240.21,147,SoftLux,Women,15,79
7,2025-02-17,eBay UK,EBY-001,SOF-W-1057,Grey Bottom,AW25,Bottoms,Beige,L,5000000105700,6,278.46,46.41,15.31,0,0.0,6,278.46,98,SoftLux,Women,36,0
7,2025-02-17,ASOS,ASO-001,SOF-W-1057,Grey Bottom,AW25,Bottoms,Beige,S,5000000105700,3,139.23,46.41,15.31,0,0.0,3,139.23,42,SoftLux,Women,49,60
7,2025-02-17,JD Sports,JDS-001,SOF-W-1057,Grey Bottom,AW25,Bottoms,Beige,L,5000000105700,7,324.87,46.41,15.31,0,0.0,7,324.87,142,SoftLux,Women,22,91
7,2025-02-17,JD Sports,JDS-001,SOF-W-1058,Pink Bottom,AW25,Bottoms,Black,XS,5000000105800,10,744.2,74.42,27.28,1,74.42,11,818.62,185,SoftLux,Women,33,96
7,2025-02-17,eBay UK,EBY-001,SOF-W-1058,Pink Bottom,AW25,Bottoms,Black,XL,5000000105800,3,223.26,74.42,27.28,0,0.0,3,223.26,185,SoftLux,Women,3,13
7,2025-02-17,Next,NXT-001,SOF-W-1058,Pink Bottom,AW25,Bottoms,Black,XXL,5000000105800,5,372.1,74.42,27.28,1,74.42,6,446.52,30,SoftLux,Women,1,13
7,2025-02-17,Very,VRY-001,SOF-W-1058,Pink Bottom,AW25,Bottoms,Black,XL,5000000105800,1,74.42,74.42,27.28,0,0.0,1,74.42,66,SoftLux,Women,17,65
7,2025-02-17,Next,NXT-001,SOF-W-1059,Navy Bottom,SS26,Bottoms,White,XXL,5000000105900,6,659.16,109.86,40.51,0,0.0,6,659.16,22,SoftLux,Women,45,59
7,2025-02-17,ASOS,ASO-001,SOF-W-1059,Navy Bottom,SS26,Bottoms,White,XL,5000000105900,8,878.88,109.86,40.51,1,109.86,9,988.74,140,SoftLux,Women,41,75
7,2025-02-17,JD Sports,JDS-001,SOF-W-1059,Navy Bottom,SS26,Bottoms,White,XXL,5000000105900,6,659.16,109.86,40.51,1,109.86,7,769.02,154,SoftLux,Women,9,79
7,2025-02-17,Amazon UK,AMZ-001,SOF-M-1060,Blue Bottom,AW25,Bottoms,Blue,L,5000000106000,1,67.69,67.69,22.36,0,0.0,1,67.69,119,SoftLux,Men,13,86
7,2025-02-17,ASOS,ASO-001,SOF-M-1060,Blue Bottom,AW25,Bottoms,Blue,L,5000000106000,5,338.45,67.69,22.36,0,0.0,5,338.45,178,SoftLux,Men,40,14
7,2025-02-17,Very,VRY-001,SOF-M-1060,Blue Bottom,AW25,Bottoms,Blue,XS,5000000106000,1,67.69,67.69,22.36,0,0.0,1,67.69,82,SoftLux,Men,9,66
7,2025-02-17,eBay UK,EBY-001,SOF-M-1061,Blue Bottom,AW25,Bottoms,White,M,5000000106100,5,490.1,98.02,33.05,0,0.0,5,490.1,46,SoftLux,Men,35,35
7,2025-02-17,Next,NXT-001,SOF-M-1061,Blue Bottom,AW25,Bottoms,White,XS,5000000106100,2,196.04,98.02,33.05,0,0.0,2,196.04,25,SoftLux,Men,31,43
7,2025-02-17,Zalando,ZAL-001,SOF-M-1061,Blue Bottom,AW25,Bottoms,White,M,5000000106100,2,196.04,98.02,33.05,0,0.0,2,196.04,166,SoftLux,Men,31,58
7,2025-02-17,Amazon UK,AMZ-001,SOF-M-1062,Blue Bottom,AW25,Bottoms,Beige,L,5000000106200,2,76.48,38.24,12.77,0,0.0,2,76.48,77,SoftLux,Men,37,21
7,2025-02-17,Zalando,ZAL-001,SOF-M-1062,Blue Bottom,AW25,Bottoms,Beige,XL,5000000106200,5,191.2,38.24,12.77,0,0.0,5,191.2,185,SoftLux,Men,20,47
7,2025-02-17,Next,NXT-001,SOF-M-1062,Blue Bottom,AW25,Bottoms,Beige,L,5000000106200,7,267.68,38.24,12.77,1,38.24,8,305.92,88,SoftLux,Men,9,44
7,2025-02-17,JD Sports,JDS-001,SOF-M-1063,Olive Bottom,SS26,Bottoms,Blue,XXL,5000000106300,3,177.03,59.01,24.6,0,0.0,3,177.03,167,SoftLux,Men,18,42
7,2025-02-17,ASOS,ASO-001,SOF-M-1063,Olive Bottom,SS26,Bottoms,Blue,XS,5000000106300,0,0.0,59.01,24.6,0,0.0,0,0.0,151,SoftLux,Men,38,25
7,2025-02-17,Amazon UK,AMZ-001,SOF-M-1063,Olive Bottom,SS26,Bottoms,Blue,XL,5000000106300,13,767.13,59.01,24.6,0,0.0,13,767.13,90,SoftLux,Men,25,52
7,2025-02-17,Zalando,ZAL-001,SOF-W-1064,Red Dresse,AW25,Dresses,White,S,5000000106400,2,236.0,118.0,41.19,0,0.0,2,236.0,168,SoftLux,Women,12,79
7,2025-02-17,ASOS,ASO-001,SOF-W-1064,Red Dresse,AW25,Dresses,White,L,5000000106400,1,118.0,118.0,41.19,0,0.0,1,118.0,123,SoftLux,Women,47,43
7,2025-02-17,Amazon UK,AMZ-001,SOF-W-1064,Red Dresse,AW25,Dresses,White,XL,5000000106400,3,354.0,118.0,41.19,0,0.0,3,354.0,69,SoftLux,Women,1,32
7,2025-02-17,eBay UK,EBY-001,SOF-W-1064,Red Dresse,AW25,Dresses,White,XXL,5000000106400,6,708.0,118.0,41.19,0,0.0,6,708.0,112,SoftLux,Women,45,12
